,FEOOS Event Date,Delivery Date,Brand Name,Item Name,Warehouse,Location Name,Overrode Skip Inventory Check (Yes / No),Skip OOS Orders,Quantity of FEOOS Items Requested in Sales Units
338,2026-04-22,2026-04-25,Solo (Dart),Solo (Dart) Cold Cup - 16 oz - 1 / 1000 ct,DCA1,Caffe Nero Inc - 4850 Massachusetts Avenue Northwest,No,Disabled,1
339,2026-04-22,2026-04-23,Mighty Leaf,Mighty Leaf Ginger Twist Tea Sachets,EWR1,Le District Cafe - 225 Liberty Street,No,Disabled,4
340,2026-04-22,2026-04-27,District Snacks,District Snacks Mango Slices - 1 / 7 oz ea,DCA1,Crews - 44844 Package Ct,No,Disabled,6
341,2026-04-22,2026-04-24,Karat,Karat Kraft Hot Cup 8oz (C-K508K),EWR1,Afficionado Coffee Roasters - 750 11th Avenue,No,Disabled,1
342,2026-04-22,2026-04-24,Torani,Torani Real Fruit Raspberry Smoothie Mix 64 oz. Bottle(s),DEN1,Big Shooter Coffee - 311 Park Ave.,No,Disabled,2
343,2026-04-22,2026-04-28,Monin,Monin Cherry Syrup 750ml Glass,MDT1,Little Market Cafe - 3731 Hamilton Street,No,Disabled,3
344,2026-04-22,2026-04-23,Monin,Monin Brilliance Sugar Free Glacier Clear Natural Energy 64oz Bottle,DFW1,White Rhino - FRISCO - 8075 Farm to Market Road 423 - Store #14,No,Disabled,1
345,2026-04-22,2026-04-23,1883,1883 Toasted Marshmallow Syrup 1L Glass,EWR1,Walnut Beach Coffee House - 17 Broadway,No,Disabled,2
346,2026-04-22,2026-04-25,Baked Fresh,Baked Fresh - Croissant - Almond - 1 / 14 ct,DCA1,Caffe Nero Inc - 4850 Massachusetts Avenue Northwest,No,Disabled,2
347,2026-04-22,2026-04-24,BKE Kombucha,BKE Mango Kombucha,EWR1,GroundHouse - 307 Bloomfield Avenue,No,Disabled,1
348,2026-04-22,2026-04-23,Lenny Boy Brewing Co.,Strawberry Limeade Cans,CLT1,Giddy Goat Coffee Roasters - 1217 The Plaza,No,Disabled,1
349,2026-04-22,2026-04-24,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Afficionado Coffee Roasters - 750 11th Avenue,No,Disabled,1
350,2026-04-22,2026-04-23,Perricone Farms,Perricone Orange Juice Gallon,LAX1,Grey & Cash - 425 South Myrtle Avenue,No,Disabled,2
351,2026-04-22,2026-04-23,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Chip City - Darien - 112 Heights Road,No,Disabled,1
352,2026-04-22,2026-04-24,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Paper Plane Coffee Co. - 61 N Fullerton Ave,No,Disabled,4
353,2026-04-22,2026-04-24,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Hibiscus Brew (wholesale) - 546 Flatbush Ave,No,Disabled,4
354,2026-04-22,2026-04-25,Baked Fresh,Baked Fresh - Croissant - Butter - 1 / 14 ct,DCA1,Caffe Nero Inc - 4850 Massachusetts Avenue Northwest,No,Disabled,2
355,2026-04-22,2026-04-24,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,"Rhythm zero new york, inc. - 32 Kent Street",No,Disabled,3
356,2026-04-22,2026-04-24,Bobo's Oat Bars,Bobo's Oat Bars Chocolate Chip Bar Tray(s) of 12 Bars,HOU1,Chez Nous French Restaurant - 217 South Avenue G,No,Disabled,2
357,2026-04-22,2026-04-23,Karat,"Karat Low Density 40-45 Gallon Trash Can Liner, 40"" x 46"", 1.2 Mil (JS-LL404612B)",CLT1,Mugs Coffee - 5126 Park Road,No,Disabled,1
358,2026-04-22,2026-04-25,Rishi,Rishi Organic Peach Black Iced Tea 1gal Filters,EWR1,Meri’s bake shop - 23-14 Ditmars Boulevard,No,Disabled,1
359,2026-04-22,2026-04-25,Glad,Glad Trash Bags - Small - 1 / 60 ct,DCA1,Caffe Nero Inc - 4850 Massachusetts Avenue Northwest,No,Disabled,1
360,2026-04-22,2026-04-25,WTRMLN WTR,WTRMLN WTR Original - 6 / 12 oz btl,DCA1,Caffe Nero Inc - 1351 Wisconsin Avenue Northwest,No,Disabled,1
361,2026-04-22,2026-04-24,Jaipur Avenue,Jaipur Avenue - Turmeric Masala Barista Golden Mix 12.7oz,SEA1,Spacex - 22630 Northeast Marketplace Drive,No,Disabled,6
362,2026-04-22,2026-04-23,Next Level Energy,Next Level Energy - Sugar Free Next Level Energy 1/2 Gal,AUS1,Kora Kora Coffee - 2348 Gruene Lake Drive,No,Disabled,1
363,2026-04-22,2026-04-23,Karat,Karat PET Cold Cup 32oz (C-KC32),SEA1,Anthem Coffee - Sunrise Village - 10305 156th Street East,No,Disabled,1
364,2026-04-22,2026-04-24,Torani,Torani SUGAR FREE Brown Sugar Cinnamon Syrup 750 ml Glass Bottle,SEA1,Grounds Coffee Co - 14575 148th Avenue Northeast,No,Disabled,1
365,2026-04-22,2026-04-24,Proper Syrup,Proper Syrup Vanilla 750ml,EWR1,Forum Coffee - 123 Washington Street,No,Disabled,24
366,2026-04-22,2026-04-23,Aloutte,Aloutte Classic Cream Cheese Spread 5lb,EWR1,Uptown cafe - 100 East 96th Street,No,Disabled,1
367,2026-04-22,2026-04-23,Natalie's,Natalie's Natural Lemonade 12oz Bottle,LAX1,Cafe Ficelle Inc - 390 South Mills Road,No,Disabled,3
368,2026-04-22,2026-04-24,Poppi,Poppi Soda Strawberry Lemon - 12oz Can,DCA1,The Bridge Cafe - DISTRICT 4400 Massachusetts Ave NW,No,Disabled,1
369,2026-04-22,2026-04-25,Baked Fresh,Baked Fresh - Croissant - Butter - 1 / 14 ct,DCA1,Caffe Nero Inc - 2150 P Street Northwest,No,Disabled,2
370,2026-04-22,2026-04-23,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,Sidecar Doughnuts - Pasadena - 812 S Arroyo Pkwy,No,Disabled,3
371,2026-04-22,2026-04-24,Khamsa Foods,Khamsa Foods Immunity Shot - 6 / 2 oz btl,DCA1,Caffe Nero Inc - 1201 Half Street Southeast,No,Disabled,1
372,2026-04-22,2026-04-25,Berg Bites,Berg Bites Almond Butter & Jelly - 8 / 1.5 oz bag,DCA1,Caffe Nero Inc - 4850 Massachusetts Avenue Northwest,No,Disabled,1
373,2026-04-22,2026-04-23,Torani,Torani Sugar Free Irish Cream Syrup 1L Plastic Bottle,SEA1,Salty Sea Coffee - 111 Anthes Avenue,No,Disabled,1
374,2026-04-22,2026-04-23,Whalebird Kombucha,Whalebird Kombucha - Manguava 16oz,SMF1,Lovebird Coffee Cafe Co - CSU - 230 West 1st Street,No,Disabled,1
375,2026-04-22,2026-04-23,1883,1883 Dulce De Leche Syrup 1L Plastic,EWR1,Le Cafe - 1427 6th Avenue,No,Disabled,4
376,2026-04-22,2026-04-23,Karat,Karat Hot Cup 4oz (C-K504W),CLT1,Roaming Spirits Coffee - PICKUP - - 3800 Woodpark Blvd,No,Disabled,1
377,2026-04-22,2026-04-24,Numi Tea,Numi Chamomile Lemon Myrtle Herbal - Box of 18 Teasans,HOU1,Giacomo Restraurant - 3215 Westheimer Road,No,Disabled,4
378,2026-04-22,2026-04-25,Proper Syrup,Proper Syrup Caramel 750ml,LAX1,Dura Coffee - 7306 Beverly Boulevard,No,Disabled,2
379,2026-04-22,2026-04-27,Torani,Torani Sugar Free Vanilla Syrup 1L Plastic Bottle,HOU1,Brewphoria LLC - 6734 Gleneagles Drive,No,Disabled,1
380,2026-04-22,2026-04-24,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Bótani Café - 173 Lewis Avenue,No,Disabled,3
381,2026-04-22,2026-04-23,Humankind,Humankind Organic Lemonade 16oz,AUS1,Estate Coffee Company - 1320 E Houston St a 101,No,Disabled,1
382,2026-04-22,2026-04-24,Bossen,Bossen Strawberry Jelly,EWR1,Cool Sips - 1218 Lexington Avenue,No,Disabled,1
383,2026-04-22,2026-04-25,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Inicio Coffee Company - 10763 Glenoaks Boulevard,No,Disabled,1
384,2026-04-22,2026-04-23,Little West,Little West Orange Juice 12oz (Case 9x),LAX1,Javista Organic Coffee - 6725 Sunset Boulevard,No,Disabled,4
385,2026-04-22,2026-04-24,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,KIJITORA - 578 Driggs Avenue,No,Disabled,1
386,2026-04-22,2026-04-25,Mush,Mush Peanut Butter Overnight Oats 5oz,DCA1,Caffe Nero Inc - 4850 Massachusetts Avenue Northwest,No,Disabled,1
387,2026-04-22,2026-04-24,1883,1883 Lemon Syrup 1L Plastic Bottle,EWR1,Don Alejo Coffee - 228 East 116th Street,No,Disabled,1
388,2026-04-22,2026-04-25,Cuisine Solutions,Cuisine Solutions Bacon and Cheddar Egg Bite - 1 / 40 ct,DCA1,Caffe Nero Inc - 1351 Wisconsin Avenue Northwest,No,Disabled,1
389,2026-04-22,2026-04-23,Monin,Monin Lavender Syrup 750ml Glass,DEN1,Ozo Coffee Roastery - 1898 S Flatiron Ct #110,No,Disabled,2
390,2026-04-22,2026-04-24,Daisy Brand,"Daisy Kitchen Towel Roll, White, 2-ply, 11"" x 8"" 100 Sheet",EWR1,Dweebs - 86 Central Avenue,No,Disabled,1
391,2026-04-22,2026-04-25,Baked Fresh,Baked Fresh - Croissant - Almond - 1 / 14 ct,DCA1,Caffe Nero Inc - 1351 Wisconsin Avenue Northwest,No,Disabled,2
392,2026-04-22,2026-04-24,Baked Fresh,Baked Fresh - Croissant - Ham & Cheese - 1 / 16 ct,DCA1,Caffe Nero Inc - 82 I Street Southeast,No,Disabled,5
393,2026-04-22,2026-04-24,DaVinci Gourmet,Da Vinci SUGAR FREE Caramel Syrup 750 ml PLASTIC Bottle,MDT1,Good Day Coffee LLC - 1303 W Main St,No,Disabled,1
394,2026-04-22,2026-04-24,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Land to Sea - 260 Bowery,No,Disabled,2
395,2026-04-22,2026-04-23,1883,1883 Saffron Syrup 1L Glass,EWR1,YellowSun - 1434 DeKalb Avenue,No,Disabled,3
396,2026-04-22,2026-04-23,Olipop,Olipop Prebiotic Soda - Lemon Lime 12 fl oz (Shelf Stable Sleek Cans),EWR1,Dot's - 515 West 52nd Street,No,Disabled,1
397,2026-04-22,2026-04-23,Rishi,Rishi Botanicals Black Lemon 12oz,EWR1,S & S Corner Shop - 11 Fort Pond Boulevard,No,Disabled,1
398,2026-04-22,2026-04-23,1883,1883 Tiramisu Syrup 1L Glass Bottle,LAX1,Cielo San Marino - 2461 Mission Street,No,Disabled,2
399,2026-04-22,2026-04-24,Rishi,Rishi 1:1 Organic London Fog Tea Concentrate 32oz,EWR1,Seed - 1217 Bedford Avenue,No,Disabled,2
400,2026-04-22,2026-04-28,Torani,Torani Irish Cream Syrup 1L Plastic Bottle,AUS1,Texas Grounds - Bagel Location,No,Disabled,1
401,2026-04-22,2026-04-24,Rockline,Brew Rite 13 x 5 Coffee Filters,MIA1,Panther Coffee - Grove - 3407 Main Highway,No,Disabled,1
402,2026-04-22,2026-04-24,Skinny Dipped,Skinny Dipped Unicorn Birthday Cake Cashews - 10 / 3.5 oz pouch,DCA1,Union Kitchen - 538 3rd St NE,No,Disabled,1
403,2026-04-22,2026-04-24,Torani,Torani Mango Syrup 750ml Glass Bottle,MDT1,The Well Coffeehouse and Marketplace - DE,No,Disabled,1
404,2026-04-22,2026-04-24,WTRMLN WTR,WTRMLN WTR Original - 6 / 12 oz btl,DCA1,Caffe Nero Inc - 82 I Street Southeast,No,Disabled,2
405,2026-04-22,2026-04-23,Alexandre Family Farm,Alexandre Farm Organic A2/A2 16% Half & Half 28oz,LAX1,Community Goods - 710 North Edinburgh Avenue,No,Disabled,2
406,2026-04-22,2026-04-24,Monin,Monin Stone Fruit Syrup 750 ml Glass Bottle,PDX1,The House - 915 West 13th Street,No,Disabled,1
407,2026-04-22,2026-04-23,Rishi,Rishi Botanicals Elderberry Maqui 12oz,SEA1,Sunshine Drip Llc - 306 North Main Street,No,Disabled,2
408,2026-04-22,2026-04-23,1883,1883 Dulce De Leche Syrup 1L Plastic,EWR1,Le Cafe - WTC - 185 Greenwich Street,No,Disabled,1
409,2026-04-22,2026-04-24,Dr. Smoothie,Dr. Smoothie Shakers,AUS1,Trailblazer Cafe - 8535 Mission Road,No,Disabled,6
410,2026-04-22,2026-04-23,1883,1883 Peach Puree 1L Bottle,EWR1,Drip drop cafe - 98 Thompson St,No,Disabled,3
411,2026-04-22,2026-04-24,Rishi,Rishi 1:1 Organic Turmeric Ginger Chai Concentrate 32oz,MIA1,Sable Miami LLC - 2219 Northwest 2nd Avenue,No,Disabled,7
412,2026-04-22,2026-04-23,1883,1883 Orange Syrup 1 Liter Bottle,PDX1,Regent Coffee - 249 North Brand Boulevard,No,Disabled,1
413,2026-04-22,2026-04-23,Fever-Tree,Fever Tree Mediterranean Tonic Water 200ml,LAX1,Primo Passo - 702 Montana Avenue,No,Disabled,1
414,2026-04-22,2026-04-25,Lenka Bar,Lenka Bar-Nuts and Berries,DCA1,Caffe Nero Inc - 10400 Fairfax Blvd,No,Disabled,1
415,2026-04-22,2026-04-24,Marin Kombucha,Marin Kombucha - Pinot Sage Keg,SMF1,New Earth - Grocery - Chico Store 864 East Avenue,No,Disabled,1
416,2026-04-22,2026-04-24,Baked Fresh,Baked Fresh - Croissant - Almond - 1 / 14 ct,DCA1,Caffe Nero Inc - 435 11th St NW,No,Disabled,1
417,2026-04-22,2026-04-23,Monin,Monin Sugar Free Vanilla Syrup 750ml Glass,DEN1,Fluid Coffee Bar - 501 East 19th Avenue,No,Disabled,4
418,2026-04-22,2026-04-23,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Birch Coffee - 57th - Hell's Kitchen,No,Disabled,1
419,2026-04-22,2026-04-23,1883,1883 Tiramisu Syrup 1L Glass Bottle,LAX1,Old Town Caffe - 950 East Colorado Boulevard,No,Disabled,4
420,2026-04-22,2026-04-23,Natalie's,Natalie's Natural Lemonade 12oz Bottle,LAX1,Cafe Ficelle Inc - 2126 East Main Street,No,Disabled,2
421,2026-04-22,2026-04-24,Open Water,Open Water Still Water W/ Electrolytes 16oz Aluminum Bottle - 24 pack,PWM1,Van Leeuwen - Fenway #2505,No,Disabled,1
422,2026-04-22,2026-04-24,Humankind,Humankind Apple Juice 10oz,PWM1,Cliff House Maine - 591 Shore Road,No,Disabled,4
423,2026-04-22,2026-04-25,Cuisine Solutions,Cuisine Solutions Bacon and Cheddar Egg Bite - 1 / 40 ct,DCA1,Caffe Nero Inc - 4850 Massachusetts Avenue Northwest,No,Disabled,1
424,2026-04-22,2026-04-23,Something & Nothing,Something & Nothing Mango & Thai Basil Seltzer - 11.15oz,EWR1,PlantShed Cafe - 1 Prince St,No,Disabled,1
425,2026-04-22,2026-04-25,Compass Coffee,Compass Coffee Crown Tea - English Breakfast,DCA1,Caffe Nero Inc - 10400 Fairfax Blvd,No,Disabled,2
426,2026-04-22,2026-04-23,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Birch Coffee - 62nd - Upper East,No,Disabled,1
427,2026-04-22,2026-04-23,1883,1883 Dulce De Leche Syrup 1L Plastic,EWR1,Colina Cuervo - 759 Nostrand Avenue,No,Disabled,1
428,2026-04-22,2026-04-24,Lenka Bar,Lenka Bar-Nuts and Berries,DCA1,Caffe Nero Inc - 1535 7th St NW,No,Disabled,1
429,2026-04-22,2026-04-23,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Tilt Coffee Bar - 2000 Avenue of the Stars,No,Disabled,2
430,2026-04-22,2026-04-25,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,Dura Coffee - 7306 Beverly Boulevard,No,Disabled,20
431,2026-04-22,2026-04-28,Ghirardelli,Ghirardelli Sweet Ground White Chocolate Powder 3.12lb Can,PWM1,Prime Roast Coffee Company - 16 Main Street,No,Disabled,4
432,2026-04-22,2026-04-24,Khamsa Foods,Khamsa Foods Immunity Shot - 6 / 2 oz btl,DCA1,Caffe Nero Inc - 650 F Street Northwest,No,Disabled,1
433,2026-04-22,2026-04-23,Aloutte,Aloutte Classic Cream Cheese Spread 5lb,EWR1,Post Factum - 262 Irving Avenue,No,Disabled,1
434,2026-04-22,2026-04-23,Oatly,Oatly Half & Half 32oz Carton,SEA1,"Askatu By Liberated Foods, Llc - 2209 4th Avenue",No,Disabled,1
435,2026-04-22,2026-04-24,David Rio,David Rio Measuring Glass,AUS1,Cha Community - 1001 Franklin Avenue,No,Disabled,5
436,2026-04-22,2026-04-27,Torani,Torani Irish Cream Syrup 1L Plastic Bottle,AUS1,Mojos Coffee TX - Kingsland - 1133 Ranch to Market 1431,No,Disabled,12
437,2026-04-22,2026-04-23,Sugar In The Raw,Sugar In The Raw Sugar 2lb Boxes,ATL1,Kula Coffee Co - 3423 Piedmont Road Northeast,No,Disabled,1
438,2026-04-22,2026-04-23,Proper Syrup,Proper Syrup Vanilla 750ml,EWR1,Sakrid Coffee Roasters - 20 Nassau Street,No,Disabled,6
439,2026-04-22,2026-04-23,AEON Packaging,Aeon Packaging White Double-Walled Squat Hot Cup 8oz,LAX1,Dart Coffee Co. - 2280 Lillie Avenue,No,Disabled,1
440,2026-04-22,2026-04-23,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,Sidecar Doughnuts - SLC - 701 E 2100 S,No,Disabled,10
441,2026-04-22,2026-04-23,1883,1883 Maple Syrup 1L Glass,EWR1,Walnut Beach Coffee House - 17 Broadway,No,Disabled,2
442,2026-04-22,2026-04-24,Oregon Chai,Oregon Chai 1:5 The Original Super Concentrate 0.5 Gallon,MDT1,EVO 206 Coffee Co. - 206 S Market St,No,Disabled,3
443,2026-04-22,2026-04-24,1883,1883 Blackberry Syrup 1L PLASTIC,MDT1,Tryst Trading Co - 3101 Wisconsin Ave,No,Disabled,5
444,2026-04-22,2026-04-24,Mush,Mush Peanut Butter Overnight Oats 5oz,DCA1,Caffe Nero Inc - 1201 Half Street Southeast,No,Disabled,1
445,2026-04-22,2026-04-23,Proper Syrup,Proper Syrup Hazelnut 750ml,LAX1,Chamberlain Coffee Inc. - 10250 Santa Monica Boulevard,No,Disabled,4
446,2026-04-22,2026-04-23,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,O Mercy - 128 Franklin Street,No,Disabled,4
447,2026-04-22,2026-04-23,Torani,Torani Toasted Marshmallow Syrup 750 ml Plastic Bottle(s),ATL1,Bread & Butter Bakery - 1124 Monticello Street Southwest,No,Disabled,3
448,2026-04-22,2026-04-25,Once Upon a Coconut,Once Upon a Coconut 100% Pure Coconut Water 10.8oz Can,DCA1,Caffe Nero Inc - 1351 Wisconsin Avenue Northwest,No,Disabled,1
449,2026-04-22,2026-04-23,Natalie's,Natalie's Natural Lemonade 12oz Bottle,LAX1,Cafe Ficelle Inc - 2024 Ventura Boulevard,No,Disabled,1
450,2026-04-22,2026-04-24,South Forty Snack Company,South Forty Snacks Pistachio Bar,EWR1,Le Cafe Grand Prix - 2737 Coney Island Avenue,No,Disabled,1
451,2026-04-22,2026-04-23,Wholesome,Wholesome Fairtrade Organic Blue Agave 44oz,EWR1,The Black Cow Coffee Company - 7 Wheeler Avenue,No,Disabled,1
452,2026-04-22,2026-04-24,Berg Bites,Berg Bites - Peanut Butter Dark Chocolate 5 Pack,DCA1,The Morrow - 222 M St NE,No,Disabled,5
453,2026-04-22,2026-04-24,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,KIJITORA - 534 East 14th Street,No,Disabled,1
454,2026-04-22,2026-04-23,Swoon,Swoon Peach Tea - 12oz Can,EWR1,Xlmade LLC - 20 W 43rd St suite M1,No,Disabled,1
455,2026-04-22,2026-04-24,Solo (Dart),Solo (Dart) Hot Cup - 8 oz - Compass Coffee - 1 / 600 ct,DCA1,Caffe Nero Inc - 435 11th St NW,No,Disabled,1
456,2026-04-22,2026-04-24,Next Level Energy,Next Level Energy - Sugar Free Next Level Energy 1/2 Gal,AUS1,Common Grounds AUS - WOODWAY (7608 Woodway Dr. ),No,Disabled,1
457,2026-04-22,2026-04-24,Something & Nothing,Something & Nothing Pineapple & Pink Grapefruit Seltzer - 11.15oz,EWR1,Halo Roasters - 228 Mountain Avenue,No,Disabled,1
458,2026-04-22,2026-04-24,Holy Kakow,Holy Kakow Organic Lavender Syrup 750mL,CLT1,Kunu Coffee - 18644 West Catawba Avenue,No,Disabled,1
459,2026-04-22,2026-04-24,Mocafe,Mocafe Original Mocafe Mocha 50lb,LAX1,Zov's Bistro - 17440 17th Street,No,Disabled,1
460,2026-04-22,2026-04-28,Eversys,Eversys Coffee Cleaning Balls,SMF1,Coffee Tyme - Coffee Tyme 3910 Olive Hwy,No,Disabled,1
461,2026-04-22,2026-04-25,Baked Fresh,Baked Fresh - Croissant - Butter - 1 / 14 ct,DCA1,Caffe Nero Inc - 1351 Wisconsin Avenue Northwest,No,Disabled,2
462,2026-04-22,2026-04-23,Monin,Monin Sauce Pump for Caramel & Dulce de Leche Sauce 1/2oz. Sauce Pump,AUS1,Cafe Antigua - 1903 North Classen Boulevard,No,Disabled,20
463,2026-04-22,2026-04-28,Something & Nothing,Something & Nothing Pineapple & Pink Grapefruit Seltzer - 11.15oz,EWR1,ReAnimator - 1523 East Susquehanna Avenue,No,Disabled,2
464,2026-04-22,2026-04-24,Domino Sugar,Domino Granulated Sugar 4 lb Bag,DCA1,The Bridge Cafe - DISTRICT 4400 Massachusetts Ave NW,No,Disabled,4
465,2026-04-22,2026-04-24,AEON Packaging,Aeon Packaging White Squat Hot Cup 8oz,LAX1,Vacancy Coffee - 6480 West Coast Highway,No,Disabled,1
466,2026-04-22,2026-04-23,Monin,Monin Toasted Coconut Syrup 750mL Glass Bottle,ATL1,State + Jones Coffee - 10955 Jones Bridge Road,No,Disabled,1
467,2026-04-22,2026-04-24,MOR Kombucha,Mor Kombucha - Ginger Grapefruit 12oz Can,DEN1,Kaffe Are (Denver) - 1401 Lawrence Street,No,Disabled,3
468,2026-04-22,2026-04-24,Poppy's,Poppy's Rosemary Loaf - 1 / 112 ct box,DCA1,Union Kitchen - 430 8th St SE,No,Disabled,2
469,2026-04-22,2026-04-24,Baked Fresh,Baked Fresh - Croissant - Ham & Cheese - 1 / 16 ct,DCA1,Caffe Nero Inc - 435 11th St NW,No,Disabled,1
470,2026-04-22,2026-04-23,Little West,Little West Orange Juice 12oz (Case 9x),LAX1,Intelligentsia Coffee Inc - Santa Monica - 3010 Pico Boulevard,No,Disabled,3
471,2026-04-22,2026-04-23,Karat,Karat PP Black Medium-Weight Knives (U2011B),MIA1,The Seed. Coffee + Juice - 199 West Palmetto Park Road,No,Disabled,1
472,2026-04-22,2026-04-23,Vita Coco,Vita Coco Pure Coconut Water 16.9oz,MIA1,Maman - 100 Collins Avenue,No,Disabled,2
473,2026-04-22,2026-04-29,Karat,Karat 4-Cup Molded Fiber Carrier for 8-32 oz Cups (C5000),PDX1,Albina Press - 5012 Southeast Hawthorne Boulevard,No,Disabled,1
474,2026-04-22,2026-04-24,Lenka Bar,Lenka Bar-Peanut Butter,DCA1,Caffe Nero Inc - 1201 Wilson Boulevard,No,Disabled,2
475,2026-04-22,2026-04-24,Rishi,Rishi Classic Black Iced Tea 1gal Filters,EWR1,Mojo Coffee - 159 Newark Avenue,No,Disabled,1
476,2026-04-22,2026-04-24,Monin,Monin Peach Puree 1L,CLT1,Queen City Tea Shop - 3443 Camp Julia Rd,No,Disabled,1
477,2026-04-22,2026-04-24,Mush,Mush Peanut Butter Overnight Oats 5oz,DCA1,Caffe Nero Inc - 1201 Wilson Boulevard,No,Disabled,1
478,2026-04-22,2026-04-23,Monin,Monin Lavender Syrup 750ml Glass,DEN1,"Turtle Rock Coffee, etc. - 270 N. 9th",No,Disabled,2
479,2026-04-22,2026-04-25,Baked Fresh,Baked Fresh - Croissant - Ham & Cheese - 1 / 16 ct,DCA1,Caffe Nero Inc - 1351 Wisconsin Avenue Northwest,No,Disabled,2
480,2026-04-22,2026-04-25,Baked Fresh,Baked Fresh - Croissant - Ham & Cheese - 1 / 16 ct,DCA1,Caffe Nero Inc - 4710 Langston Blvd.,No,Disabled,3
481,2026-04-22,2026-04-25,1883,1883 Tiramisu Syrup 1L Glass Bottle,LAX1,Sandcouch Cafe - 555 West 7th Street,No,Disabled,2
482,2026-04-22,2026-04-24,Lenka Bar,Lenka Bar-Peanut Butter,DCA1,Caffe Nero Inc - 1535 7th St NW,No,Disabled,1
483,2026-04-22,2026-04-25,Solo (Dart),Solo (Dart) Hot Cup - 8 oz - Compass Coffee - 1 / 600 ct,DCA1,Caffe Nero Inc - 1351 Wisconsin Avenue Northwest,No,Disabled,2
484,2026-04-22,2026-04-23,Spirit Tea,Spirit Tea - Kodemari Matcha 100g Bag,MIA1,Mane Coffee - 500 Northeast Spanish River Boulevard,No,Disabled,5
485,2026-04-22,2026-04-24,BKE Kombucha,"BKE Citrus, Coriander, & Ginger Kombucha",EWR1,GroundHouse - 307 Bloomfield Avenue,No,Disabled,1
486,2026-04-22,2026-04-24,Tractor Beverage Company,Beverage Component - Juice Concentrate - Strawberry Dragonfruit - 5 / 32 oz btl,DCA1,Caffe Nero Inc - 1201 Wilson Boulevard,No,Disabled,1
487,2026-04-22,2026-04-23,Monin,Monin Guava Syrup 750mL Glass,ATL1,Highland Bakery - Press and Grind - 992 North Highland Avenue Northeast,No,Disabled,1
488,2026-04-22,2026-04-23,Torani,Torani SUGAR FREE CLASSIC CARAMEL Syrup with Splenda 750ml Glass Bottle,PWM1,"Aroma Joe's (master) - Bangor, ME #214 - 444 Main Street",No,Disabled,2
489,2026-04-22,2026-04-25,Compass Coffee,Compass Coffee Cardinal Roast - 6 / 12 oz ctn,DCA1,Caffe Nero Inc - 1351 Wisconsin Avenue Northwest,No,Disabled,1
490,2026-04-22,2026-04-23,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Dart Coffee Co. - 121 East Yanonali Street,No,Disabled,1
491,2026-04-22,2026-04-24,Bossen,Bossen Cherry Bursting Boba,EWR1,Cool Sips - 84 South Street,No,Disabled,2
492,2026-04-22,2026-04-27,Monin,Monin Banana Syrup 750ml Glass,PDX1,Cafe Le Fleurs - 13100 Southeast 172nd Avenue,No,Disabled,12
493,2026-04-22,2026-04-24,Baked Fresh,Baked Fresh - Croissant - Butter - 1 / 14 ct,DCA1,Caffe Nero Inc - 650 F Street Northwest,No,Disabled,1
494,2026-04-22,2026-04-25,Lenka Bar,Lenka Bar-Nuts and Berries,DCA1,Caffe Nero Inc - 4850 Massachusetts Avenue Northwest,No,Disabled,1
495,2026-04-22,2026-04-23,Karat,Karat 4-Cup Molded Fiber Carrier for 8-32 oz Cups (C5000),PDX1,PDX Coffee Club - 6369 Southwest Capitol Highway,No,Disabled,1
496,2026-04-22,2026-04-23,Rishi,Rishi 1:1 Organic London Fog Tea Concentrate 32oz,CLT1,Press and Porter - 8 Union Street South,No,Disabled,2
